# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-5783
# Timestamp: Fri, 13-Aug-2021 12:13:54
Gene ID	Gene Name	'Crohn's disease' vs 'normal' .foldChange	'Crohn's disease' vs 'normal'.pValue
ENSG00000243547	HNRNPKP4	-0.2	0.141309056285493
ENSG00000243560	RN7SL364P	-0.1	0.882881724883968
ENSG00000243562	RN7SL838P	-0.6	0.0106298728731903
ENSG00000243592	RPL17P22	0.1	0.765481978476979
ENSG00000243601	RPL12P24	0.1	0.871556272040013
ENSG00000243621	AC003989.2	-0.3	0.58991487019826
ENSG00000243635	AC091804.1	-0.7	0.142128466929664
ENSG00000243641	OR13C7	-0.9	0.0369748407387672
ENSG00000243646	IL10RB	0.2	0.711639495430393
ENSG00000243649	CFB	0.6	0.0764082403633007
ENSG00000243658	MTND5P16	0.1	0.937024211427808
ENSG00000243659	FO393419.3	-0.2	0.701374762857344
ENSG00000243660	ZNF487	0.1	0.777955369787309
ENSG00000243663	RPS4XP14	0.1	0.920690155982632
ENSG00000243667	WDR92	-0.1	0.749693574251826
ENSG00000243672	RPS3AP40	-0.4	0.460670370525813
ENSG00000243680	RPL37P23	-0.9	0.0229842006205337
ENSG00000243696	AC006254.1	-0.5	0.410584743513079
ENSG00000243701	DUBR	-0.1	0.907872933076991
ENSG00000243704	RN7SL105P	0.1	0.862872563973071
ENSG00000243708	PLA2G4B	-0.9	0.057040826833053
ENSG00000243709	LEFTY1	-0.3	0.61450739671552
ENSG00000243711	RPL21P116	-0.1	0.881631536163856
ENSG00000243716	NPIPB5	0.1	0.766043489429805
ENSG00000243725	TTC4	-0.1	0.886856541368768
ENSG00000243738	RN7SL181P	0.3	0.53866868197309
ENSG00000243746	EEF1A1P10	-0.6	6.17438080077282E-4
ENSG00000243753	HLA-L	0.2	0.744628635939899
ENSG00000243759	ST13P15	-0.5	0.346455325792985
ENSG00000243775	OSTCP1	0.2	0.704418038845896
ENSG00000243777	AP000942.1	-0.1	0.753228546242742
ENSG00000243779	AP001086.1	0.9	0.0162125282945274
ENSG00000243782	RN7SL78P	-0.5	0.336848754237213
ENSG00000243789	JMJD7	0.2	0.80585040873442
ENSG00000243797	AC004917.1	-0.4	0.528396741768067
ENSG00000243802	AC090589.1	-0.2	0.698241588838678
ENSG00000243811	APOBEC3D	-0.4	0.436796999926154
ENSG00000243819	RN7SL832P	0.1	0.948501198102634
ENSG00000243824	RPL12P6	-0.3	0.476559397194012
ENSG00000243829	AC011495.1	0.1	0.821138307930917
ENSG00000243838	PSMC1P7	-0.1	0.939137277353989
ENSG00000243845	RN7SL30P	-0.3	0.57473825942148
ENSG00000243847	RN7SL610P	-0.1	0.87183268031509
ENSG00000243854	RN7SL67P	-0.2	0.737217263301121
ENSG00000243859	RPL5P17	-0.2	0.584059972518292
ENSG00000243871	RN7SL487P	0.4	0.493489145975927
ENSG00000243896	OR2A7	-0.6	0.211439259358728
ENSG00000243910	TUBA4B	-0.1	0.891263290944059
ENSG00000243918	EIF4BP8	-0.4	0.355172430554847
ENSG00000243927	MRPS6	0.1	0.720796572565178
ENSG00000243943	ZNF512	-0.1	0.464549069610594
ENSG00000243951	RN7SL308P	-0.1	0.922026960405517
ENSG00000243955	GSTA1	-0.2	0.503992766876665
ENSG00000243959	RN7SL684P	-0.6	0.277572079816128
ENSG00000243989	ACY1	0.6	0.225228084116083
ENSG00000244004	AC097493.2	-0.2	0.656032237965143
ENSG00000244005	NFS1	-0.1	0.704418038845896
ENSG00000244026	FAM86DP	-0.5	0.1817105701601
ENSG00000244038	DDOST	0.2	0.335270016798173
ENSG00000244040	IL12A-AS1	-0.7	0.181614140989644
ENSG00000244041	LINC01011	-0.7	0.0644110539936926
ENSG00000244045	TMEM199	0.4	0.281812200229349
ENSG00000244052	RPL5P24	-0.6	0.152398694440164
ENSG00000244053	RPL13AP2	-0.2	0.714619071286425
ENSG00000244055	AC007566.1	-0.4	0.367226074142962
ENSG00000244060	RPS2P41	0.5	0.361566396301628
ENSG00000244067	GSTA2	-0.4	0.332321453732672
ENSG00000244073	RPS4XP6	-0.1	0.917760885536723
ENSG00000244097	RPS4XP17	-0.1	0.858707605980322
ENSG00000244112	RN7SL508P	0.3	0.678457895160465
ENSG00000244119	PDCL3P4	-0.7	0.14817748157372
ENSG00000244122	UGT1A7	-0.6	0.0647265121361083
ENSG00000244124	ATP1B3-AS1	0.2	0.704677678556734
ENSG00000244128	LINC01322	-0.2	0.781706898252087
ENSG00000244146	AC106872.3	0.5	0.334826606843376
ENSG00000244153	WWP1P1	0.2	0.640097219368072
ENSG00000244165	P2RY11	-0.1	0.862872563973071
ENSG00000244171	PBX2P1	-0.4	0.463790275291926
ENSG00000244183	PPIAP71	-0.4	0.496703122058886
ENSG00000244187	TMEM141	0.9	0.00223782861258597
ENSG00000244192	AC113367.1	0.9	3.68179562971364E-6
ENSG00000244194	RN7SL218P	-0.1	0.840402460362103
ENSG00000244198	ARHGEF35-AS1	-0.1	0.841691029948265
ENSG00000244218	RN7SL81P	0.1	0.92671247499627
ENSG00000244226	ILF2P1	0.4	0.492036859026131
ENSG00000244227	LRRC77P	0.6	0.168683003460849
ENSG00000244229	RPL26P35	0.2	0.497590346072194
ENSG00000244230	RN7SL151P	-0.7	0.00303727571955557
ENSG00000244234	GMCL2	-0.6	0.0630326218039648
ENSG00000244242	IFITM10	-0.1	0.929795927974837
ENSG00000244266	AC090058.1	-0.5	0.193726810488869
ENSG00000244274	DBNDD2	-0.4	0.452265961672428
ENSG00000244296	RN7SL168P	-0.1	0.87951984460762
ENSG00000244306	AL589743.1	0.2	0.718030149795349
ENSG00000244307	RN7SL395P	0.2	0.798243310231281
ENSG00000244313	AC024293.1	0.1	0.921819862430844
ENSG00000244327	AC109992.2	0.3	0.635207757487309
ENSG00000244346	AC092953.1	-0.2	0.62369537320087
ENSG00000244356	RN7SL398P	0.2	0.813802094660709
ENSG00000244357	RN7SL145P	-0.7	0.0643281215166734
ENSG00000244378	RPS2P45	0.1	0.897228983914049
ENSG00000244383	FAM3D-AS1	0.8	0.0710670527675472
ENSG00000244384	RN7SL359P	0.1	0.89539017778475
ENSG00000244389	RN7SL242P	-0.2	0.652439597240265
ENSG00000244391	RN7SL330P	-0.4	0.491142556321924
ENSG00000244398	AC116533.1	0.4	0.176961643042938
ENSG00000244405	ETV5	0.1	0.767819748876688
ENSG00000244411	KRTAP5-7	0.7	0.191633979000384
ENSG00000244437	IGKV3-15	-0.3	0.649307230116022
ENSG00000244451	RPL34P21	-0.1	0.843406684450789
ENSG00000244464	AC107029.2	-0.4	0.507704889053291
ENSG00000244474	UGT1A4	-0.3	0.569508551863358
ENSG00000244476	ERVFRD-1	-0.3	0.532144992681762
ENSG00000244479	OR2A1-AS1	-0.3	0.523043559005929
ENSG00000244480	AC005154.2	0.3	0.473677588656688
ENSG00000244482	LILRA6	0.8	0.0883016260244649
ENSG00000244490	RWDD4P1	0.5	0.259202644961532
ENSG00000244503	AC108751.5	-0.4	0.388096350175002
ENSG00000244509	APOBEC3C	0.1	0.785950989458323
ENSG00000244513	AC109587.1	0.4	0.305138187340576
ENSG00000244540	AC087884.2	-0.2	0.771752892901178
ENSG00000244556	ODCP	-0.5	0.254649394670813
ENSG00000244560	AC004890.2	0.2	0.75256811644876
ENSG00000244610	RN7SL756P	-0.5	0.305373091500878
ENSG00000244625	MIATNB	0.1	0.891067360427927
ENSG00000244627	TPTEP2	-0.3	0.224593987371511
ENSG00000244630	AC022493.1	0.1	0.858707605980322
ENSG00000244642	RN7SL396P	-0.3	0.330790043053831
ENSG00000244649	LINC02086	0.7	0.0120332822237569
ENSG00000244675	AC108676.1	-0.1	0.944531240474588
ENSG00000244676	AL109761.1	-0.5	0.322452975142252
ENSG00000244677	RN7SL706P	0.1	0.89274620890352
ENSG00000244682	FCGR2C	0.2	0.655597855789038
ENSG00000244687	UBE2V1	0.1	0.901602536653811
ENSG00000244691	RPL10AP1	-0.4	0.470165670424177
ENSG00000244692	RN7SL724P	0.4	0.455947920738408
ENSG00000244694	PTCHD4	-0.2	0.831065011883354
ENSG00000244701	AC004918.1	0.1	0.915314723923679
ENSG00000244716	BX679664.3	-0.1	0.849207614384025
ENSG00000244720	AC055748.1	0.2	0.758220430318648
ENSG00000244730	AC139451.1	0.4	0.313523415813911
ENSG00000244733	AL132656.2	0.2	0.768397129947212
ENSG00000244734	HBB	0.4	0.36243849380864
ENSG00000244743	AC087588.1	0.4	0.364835447587048
ENSG00000244754	N4BP2L2	0.1	0.224821646962867
ENSG00000244879	GABPB1-AS1	-0.1	0.867985747516031
ENSG00000244921	MTCYBP18	0.2	0.51433360117103
ENSG00000244926	ALKBH3-AS1	0.2	0.729852622141615
ENSG00000244945	AC136604.2	-0.1	0.882881724883968
ENSG00000244953	AC087521.1	-0.5	0.302562102060685
ENSG00000244968	LIFR-AS1	-0.6	0.26555305109731
ENSG00000245025	AC107959.1	0.2	0.719111229694504
ENSG00000245060	LINC00847	0.2	0.662944971783045
ENSG00000245080	MIR3150BHG	-0.5	0.328458772454633
ENSG00000245105	A2M-AS1	-0.5	0.181149251300485
ENSG00000245146	MALINC1	-0.2	0.705021126026597
ENSG00000245148	ARAP1-AS2	-0.1	0.884177780249966
ENSG00000245149	RNF139-AS1	0.4	0.251020004421897
ENSG00000245156	AP001107.1	-0.2	0.603092715400645
ENSG00000245164	LINC00861	0.3	0.474983010994065
ENSG00000245205	EEF1A1P4	-0.3	0.0437502563787664
ENSG00000245213	AC105285.1	-0.4	0.176294824485174
ENSG00000245248	USP2-AS1	-0.2	0.74029668074815
ENSG00000245275	SAP30L-AS1	0.1	0.77554452524106
ENSG00000245281	AC124242.1	0.3	0.63666293238598
ENSG00000245293	AC096564.1	-0.1	0.92215273443285
ENSG00000245317	AC008393.1	0.5	0.359760393254216
ENSG00000245468	LINC02447	-0.2	0.813293291035469
ENSG00000245498	AP000866.1	-0.5	0.245730726526821
ENSG00000245522	LINC02709	-0.1	0.933531175860553
ENSG00000245526	LINC00461	0.5	0.325635255896955
ENSG00000245532	NEAT1	0.3	0.0221963841263345
ENSG00000245534	RORA-AS1	0.1	0.795441529550748
ENSG00000245552	AP000787.1	-0.3	0.531828535877037
ENSG00000245556	SCAMP1-AS1	-0.8	0.00943404234966017
ENSG00000245571	FAM111A-DT	-0.3	0.481971703852811
ENSG00000245573	BDNF-AS	0.5	0.29185584669678
ENSG00000245598	DACT3-AS1	-0.2	0.657492443394915
ENSG00000245614	DDX11-AS1	0.3	0.571961576244365
ENSG00000245648	AC022075.1	0.7	0.00711854759095769
ENSG00000245651	AC083805.1	0.2	0.79764812703575
ENSG00000245667	AC006064.1	-0.2	0.711639495430393
ENSG00000245680	ZNF585B	-0.1	0.778863786588904
ENSG00000245685	FRG1-DT	-0.5	0.386839507572813
ENSG00000245694	CRNDE	0.2	0.827356810993215
ENSG00000245711	NADK2-AS1	-0.2	0.587143132427687
ENSG00000245848	CEBPA	-0.5	0.202427865682998
ENSG00000245869	AP004609.3	-0.2	0.735341583332954
ENSG00000245904	AC025164.2	-0.3	0.547637982106728
ENSG00000245910	SNHG6	0.2	0.57210358677197
ENSG00000245928	AC112719.2	-0.7	0.177517639525362
ENSG00000245937	LINC01184	0.4	0.0263059753702714
ENSG00000245958	AC093752.1	-0.1	0.822842753221441
ENSG00000245970	AP003352.1	-0.8	0.0652102773683926
ENSG00000246067	RAB30-DT	0.1	0.869762044150273
ENSG00000246089	AC016065.1	0.1	0.935554105084873
ENSG00000246090	AP002026.1	0.2	0.543480175664858
ENSG00000246130	AC107959.2	0.8	0.0544742697878538
ENSG00000246145	RRS1-AS1	0.5	0.331701173303327
ENSG00000246174	KCTD21-AS1	-0.4	0.379630747401955
ENSG00000246203	AL353807.3	0.1	0.889694519199604
ENSG00000246214	AC024588.1	-0.2	0.812764896499835
ENSG00000246223	LINC01550	-0.1	0.787758973460856
ENSG00000246250	AC087521.2	-0.5	0.232799265397465
ENSG00000246263	UBR5-AS1	-0.1	0.859365976144652
ENSG00000246273	SBF2-AS1	-0.4	0.391190697396028
ENSG00000246308	AC116535.2	-0.5	0.219753657527609
ENSG00000246334	PRR7-AS1	0.2	0.754165871888626
ENSG00000246339	EXTL3-AS1	0.3	0.6091302673754
ENSG00000246366	LACTB2-AS1	-0.4	0.429575923878591
ENSG00000246379	AC040168.1	-0.2	0.748496574977881
ENSG00000246422	DIAPH1-AS1	0.3	0.455947920738408
ENSG00000246451	AL049840.2	-0.3	0.345184030457032
ENSG00000246477	AF131216.1	-0.1	0.694863144795197
ENSG00000246526	LINC002481	-0.1	0.849394425338452
ENSG00000246548	LINC02288	-0.2	0.718365915724388
ENSG00000246560	UBE2D3-AS1	0.1	0.874616033590669
ENSG00000246575	AC093162.3	0.4	0.408269036744884
ENSG00000246596	AC139795.1	-0.3	0.442669958868081
ENSG00000246627	CACNA1C-AS1	-0.4	0.394913842640157
ENSG00000246662	LINC00535	0.5	0.358366668395119
ENSG00000246695	RASSF8-AS1	0.2	0.662991968628936
ENSG00000246705	H2AJ	-0.1	0.904280690060943
ENSG00000246731	AC100786.1	-0.1	0.943797042962024
ENSG00000246777	AC044802.1	0.5	0.388455702927422
ENSG00000246790	AP000977.1	-0.2	0.645242894249533
ENSG00000246792	AC106038.1	0.1	0.905442114607966
ENSG00000246851	AL157938.3	0.4	0.282532835952428
ENSG00000246859	STARD4-AS1	0.1	0.868935844521027
ENSG00000246877	DNM1P35	0.1	0.918349306113552
ENSG00000246889	AP000487.1	-0.1	0.838848624417241
ENSG00000246898	LINC00920	-0.8	0.107698677510917
ENSG00000246922	UBAP1L	-0.3	0.472607793358703
ENSG00000246982	Z84485.1	0.2	0.738810621974509
ENSG00000246985	SOCS2-AS1	0.1	0.817734218900484
ENSG00000247011	AC005920.1	-0.3	0.681333952624314
ENSG00000247077	PGAM5	0.1	0.803637824165324
ENSG00000247081	BAALC-AS1	0.6	0.286779804728676
ENSG00000247095	MIR210HG	-0.4	0.427784951671741
ENSG00000247137	AP000873.2	-0.2	0.701021521419315
ENSG00000247157	LINC01252	0.2	0.754973605904806
ENSG00000247199	AC011346.1	0.3	0.689318524403417
ENSG00000247240	UBL7-AS1	-0.4	0.522529045432115
ENSG00000247287	AL359220.1	-0.1	0.833465010315008
ENSG00000247315	ZCCHC3	0.1	0.742955645133875
ENSG00000247317	LY6E-DT	0.9	0.056705070115419
ENSG00000247324	AC010547.1	-0.1	0.895320684258538
ENSG00000247363	AC090061.1	-0.2	0.754950181550203
ENSG00000247373	TMED2-DT	0.3	0.316096863452449
ENSG00000247400	DNAJC3-DT	0.1	0.880371482015655
ENSG00000247516	MIR4458HG	-0.2	0.722545668538546
ENSG00000247556	OIP5-AS1	-0.1	0.598810781463842
ENSG00000247572	CKMT2-AS1	-0.2	0.656032237965143
ENSG00000247595	SPTY2D1OS	0.4	0.39646304392344
ENSG00000247596	TWF2	1.1	4.364745861052E-4
ENSG00000247624	CPEB2-DT	0.1	0.879574967353004
ENSG00000247626	MARS2	0.1	0.880543999628873
ENSG00000247627	MTND4P12	0.3	0.221802941458741
ENSG00000247675	LRP4-AS1	-0.4	0.557687575077476
ENSG00000247708	STX18-AS1	-0.3	0.427306437378297
ENSG00000247735	AC120114.1	-0.2	0.74127062346369
ENSG00000247746	USP51	-0.2	0.781706898252087
ENSG00000247774	PCED1B-AS1	-0.1	0.886652194885148
ENSG00000247796	AC008966.1	-0.1	0.842664228205437
ENSG00000247809	NR2F2-AS1	0.1	0.85148715412736
ENSG00000247828	TMEM161B-AS1	-0.2	0.319271754000699
ENSG00000247853	AC006064.2	-0.4	0.451585534607606
ENSG00000247911	HMGN1P12	-0.3	0.680773372159912
ENSG00000247925	AL139807.1	0.5	0.046011866861267
ENSG00000247934	AC022364.1	-0.4	0.466828263756259
ENSG00000247950	SEC24B-AS1	0.2	0.77641412658584
ENSG00000247982	LINC00926	-0.3	0.542232199543922
ENSG00000248019	FAM13A-AS1	0.2	0.537670603470963
ENSG00000248049	UBA6-AS1	0.2	0.669031375557165
ENSG00000248050	AC079061.1	0.3	0.424195791156361
ENSG00000248092	NNT-AS1	0.2	0.50305218444541
ENSG00000248098	BCKDHA	0.6	0.199676221138073
ENSG00000248099	INSL3	-0.3	0.669322430534347
ENSG00000248100	AC087257.1	0.3	0.574171568757464
ENSG00000248107	LINC02039	0.2	0.833465010315008
ENSG00000248113	AC067942.2	-0.6	0.00735451241208993
ENSG00000248115	AC023154.1	0.3	0.605637744560341
ENSG00000248124	RRN3P1	-0.1	0.753453693473065
ENSG00000248125	AC008700.1	-0.1	0.83619366931569
ENSG00000248133	MTND4LP22	-0.2	0.784775594146581
ENSG00000248144	ADH1C	-0.4	0.202931319352223
ENSG00000248159	HSPA8P11	-0.8	0.0229842006205337
ENSG00000248165	AC110760.1	1.0	0.0314399030576262
ENSG00000248174	LINC02268	-0.4	0.525602202405669
ENSG00000248180	GAPDHP60	-0.7	0.147526541878641
ENSG00000248192	ATG10-AS1	-0.2	0.743355301340388
ENSG00000248196	AC092658.1	-0.1	0.908013966886158
ENSG00000248216	KCTD9P5	0.3	0.579281397572015
ENSG00000248221	STX18-IT1	-0.1	0.892351118584734
ENSG00000248222	AC011389.1	0.5	0.237179170744944
ENSG00000248228	SLIT2-IT1	0.8	0.0836773652968864
ENSG00000248256	OCIAD1-AS1	0.6	0.268507005157428
ENSG00000248265	AC023794.2	0.2	0.784812792881605
ENSG00000248275	TRIM52-AS1	0.2	0.784311088677143
ENSG00000248282	MTCYBP44	-0.2	0.725885237769563
ENSG00000248309	MEF2C-AS1	0.2	0.666197740290712
ENSG00000248318	AC104958.1	-0.2	0.634628469551912
ENSG00000248323	LUCAT1	0.7	0.0916181516525187
ENSG00000248327	NOL8P1	-0.1	0.898535314742354
ENSG00000248332	TUB-AS1	0.1	0.897583454034262
ENSG00000248333	CDK11B	0.2	0.615139216212404
ENSG00000248334	WHAMMP2	0.3	0.553483765037568
ENSG00000248335	AC096733.2	-0.7	0.1725778668689
ENSG00000248350	AC010265.1	-0.1	0.93244247926886
ENSG00000248356	AC093864.1	-0.1	0.927516302898716
ENSG00000248360	LINC00504	0.2	0.73744651121339
ENSG00000248367	AC008610.1	0.3	0.631401430883176
ENSG00000248383	PCDHAC1	0.2	0.752639627285053
ENSG00000248415	GAPDHP61	-0.6	0.112733667651923
ENSG00000248423	AC100850.1	-0.1	0.932636760699781
ENSG00000248429	FAM198B-AS1	0.6	0.0308573358654914
ENSG00000248445	SEMA6A-AS1	-0.2	0.46829357950094
ENSG00000248449	PCDHGB8P	-0.6	0.203722437013905
ENSG00000248458	AL139147.1	0.8	0.0147803709000035
ENSG00000248464	FGF10-AS1	0.6	0.257888148165326
ENSG00000248466	AC098827.1	-0.5	0.370024292641359
ENSG00000248476	BACH1-IT1	-0.2	0.645724789991473
ENSG00000248483	POU5F2	0.4	0.0630148565519573
ENSG00000248485	PCP4L1	0.2	0.592635015355653
ENSG00000248487	ABHD14A	0.5	0.327555608312817
ENSG00000248493	AC005351.1	0.8	0.0660395835840859
ENSG00000248503	AL356235.1	0.1	0.921080838678859
ENSG00000248508	SRP14-AS1	-0.2	0.72959007941091
ENSG00000248527	MTATP6P1	0.2	0.397153782264035
ENSG00000248540	AC010931.1	-0.4	0.437238092151455
ENSG00000248543	NPM1P41	-0.2	0.731811844438456
ENSG00000248544	AC008676.1	-0.5	0.329123371784216
ENSG00000248546	ANP32C	0.2	0.106075535534358
ENSG00000248548	MTND4P8	0.3	0.589341749759559
ENSG00000248553	OR52H2P	-0.3	0.692568778013057
ENSG00000248557	AC024558.1	0.7	0.12192416928953
ENSG00000248559	AC109454.2	-0.7	0.00936364276434482
ENSG00000248571	AC106882.1	-0.4	0.523429925392947
ENSG00000248576	AC023794.3	-0.6	0.236761322437201
ENSG00000248578	NPM1P21	0.2	0.758836854929249
ENSG00000248585	AC084024.2	-0.3	0.674716897079245
ENSG00000248587	GDNF-AS1	-0.3	0.676116834287826
ENSG00000248592	STIMATE-MUSTN1	0.3	0.63930431548586
ENSG00000248596	AC139491.2	0.1	0.867982545297903
ENSG00000248625	AC079768.1	-0.1	0.879651194840434
ENSG00000248629	AC092608.1	-0.6	0.238290477802156
ENSG00000248643	RBM14-RBM4	-0.1	0.810957955616128
ENSG00000248676	AC083902.1	-0.5	0.247080091293602
ENSG00000248677	LINC02102	-1.0	0.0280495921204006
ENSG00000248684	BIN2P2	0.1	0.950093457942958
ENSG00000248690	HAS2-AS1	-0.3	0.616316366551875
ENSG00000248697	TOX4P1	0.3	0.569508551863358
ENSG00000248705	AC114812.4	0.1	0.905600877729633
ENSG00000248711	THUMPD3P1	-0.1	0.84932410601673
ENSG00000248712	CCDC153	-0.2	0.689774153762052
ENSG00000248714	AC091180.3	0.1	0.854712925089362
ENSG00000248734	AC008906.1	0.4	0.274934769355414
ENSG00000248738	AC037441.1	-0.5	0.287921012552527
ENSG00000248748	MTND5P9	0.5	0.365672693286777
ENSG00000248758	AC008883.1	-0.9	0.0230461430335001
ENSG00000248773	AC108727.1	0.3	0.454010663250296
ENSG00000248785	HIGD1AP14	-0.2	0.594827153381263
ENSG00000248787	AC092903.2	-0.4	0.50556225110449
ENSG00000248790	AC097103.1	0.6	0.0702978654683871
ENSG00000248791	AC010627.1	-0.4	0.4189799224367
ENSG00000248794	AC026436.1	-0.8	0.00443325644912771
ENSG00000248810	LINC02432	-0.2	0.791933004402041
ENSG00000248827	AC024587.1	0.1	0.938429570800751
ENSG00000248840	AL645949.1	-0.6	0.225423036941648
ENSG00000248854	HNRNPH1P3	0.1	0.661454337253698
ENSG00000248858	AC104211.1	-0.6	0.147001664667017
ENSG00000248863	AC097376.2	0.5	0.379255262345188
ENSG00000248866	USP46-AS1	0.4	0.37690041573732
ENSG00000248885	AC118465.1	0.3	0.597293768451684
ENSG00000248907	MTND2P33	0.8	0.073199903143407
ENSG00000248909	HMGB1P21	0.4	0.506926208319036
ENSG00000248923	MTND5P11	0.3	0.0322998303867665
ENSG00000248925	AC021087.1	-0.1	0.857760785632716
ENSG00000248930	AC020893.1	-0.3	0.301330028864666
ENSG00000248931	MTCYBP40	-1.1	0.011553168520906
ENSG00000248932	AC046134.2	0.1	0.863018085826494
ENSG00000248966	BCLAF1P1	-0.2	0.69299243051639
ENSG00000248967	AC022493.2	-0.1	0.840064452378339
ENSG00000248971	KRT8P46	-0.3	0.510323529763676
ENSG00000248984	AC004054.1	0.4	0.499916179507072
ENSG00000249002	AC096745.1	0.2	0.737585815651774
ENSG00000249007	AL691482.4	-0.4	0.403447753225754
ENSG00000249013	FTH1P21	-0.9	0.00460139804437597
ENSG00000249019	AC108471.1	0.2	0.685029806462733
ENSG00000249022	AC093599.1	-0.1	0.93244247926886
ENSG00000249026	CTNNA1P1	-0.8	0.0327634704252886
ENSG00000249028	AC004672.1	-0.2	0.807087460104003
ENSG00000249035	CLMAT3	0.6	0.198988337511334
ENSG00000249042	AC008771.1	0.9	0.0130316184074174
ENSG00000249047	COX6B1P5	-0.5	0.417028943906386
ENSG00000249049	AC074124.1	-0.7	0.143029809411944
ENSG00000249072	AC114801.3	0.7	0.00114262322110118
ENSG00000249084	AC027627.1	-0.1	0.910859121398761
ENSG00000249087	ZNF436-AS1	-0.2	0.64218117336396
ENSG00000249096	LINC02362	0.2	0.659652053494816
ENSG00000249098	AC055733.1	0.4	0.523477495336248
ENSG00000249112	AC112196.1	-0.4	0.542166422447583
ENSG00000249115	HAUS5	0.5	0.0389878777839428
ENSG00000249119	MTND6P4	0.6	4.10940746464944E-5
ENSG00000249129	SUDS3P1	0.3	0.554942719404318
ENSG00000249138	AC084871.1	0.6	0.288068303732699
ENSG00000249140	PRDX2P3	-1.4	4.16796802638513E-4
ENSG00000249141	AL159163.1	1.0	0.0308366744442197
ENSG00000249170	AC096713.1	-0.3	0.614089650568939
ENSG00000249175	AC008534.1	0.6	0.203722437013905
ENSG00000249180	AC020900.1	-0.5	0.305632243308268
ENSG00000249192	MTND3P25	0.1	0.811592308499087
ENSG00000249193	HSPD1P5	-0.3	0.623675258204554
ENSG00000249212	ATP1B1P1	-0.1	0.869665510326457
ENSG00000249215	NCOA4P4	-0.2	0.458890521582532
ENSG00000249222	ATP5MGL	0.2	0.363172663997593
ENSG00000249234	AC108063.1	0.7	0.131984140191617
ENSG00000249242	TMEM150C	0.1	0.747330125605223
ENSG00000249244	AC110373.1	0.7	0.0432918671367886
ENSG00000249245	NCOA4P3	0.1	0.836577625425021
ENSG00000249247	MTCYBP17	0.2	0.825293440820822
ENSG00000249249	AC010226.1	-0.1	0.822988724766845
ENSG00000249252	C1QTNF7-AS1	-0.2	0.80689888352607
ENSG00000249258	AC079193.2	-0.4	0.466719370883187
ENSG00000249264	EEF1A1P9	-0.3	0.00375867909043038
ENSG00000249267	LINC00939	0.5	0.415746357447286
ENSG00000249271	HNRNPA1P44	-0.3	0.597293768451684
ENSG00000249274	PDLIM1P4	-0.2	0.72627710833646
ENSG00000249302	FTH1P24	0.2	0.732077011620905
ENSG00000249304	AC104779.1	0.1	0.935834628808725
ENSG00000249307	LINC01088	0.3	0.656512450663586
ENSG00000249318	AC010468.2	0.2	0.643210573632275
ENSG00000249348	UGDH-AS1	0.2	0.773458338381958
ENSG00000249353	NPM1P27	0.4	0.00261221194762306
ENSG00000249363	AC011411.1	-0.2	0.628051280596226
ENSG00000249395	CASC9	0.1	0.868935844521027
ENSG00000249407	IL20RB-AS1	0.4	0.564279760939188
ENSG00000249412	AC010285.1	0.1	0.85081482409276
ENSG00000249417	AC117383.1	0.1	0.943250424143933
ENSG00000249437	NAIP	0.5	0.298675061369214
ENSG00000249448	MTCO1P24	-0.1	0.739360099623886
ENSG00000249453	AC092834.1	0.4	0.379143554951539
ENSG00000249456	AL731577.2	-0.2	0.745832984308923
ENSG00000249464	LINC01091	-0.2	0.575896902888589
ENSG00000249471	ZNF324B	0.1	0.931048573413265
ENSG00000249476	AC008467.1	-0.2	0.605970203575886
ENSG00000249485	RBBP4P1	-0.1	0.871556272040013
ENSG00000249502	AC006160.1	0.1	0.859572777760123
ENSG00000249510	AP003478.1	-0.4	0.427574198211983
ENSG00000249541	AC116359.1	-0.1	0.612177242020024
ENSG00000249553	PPP2R2B-IT1	-0.4	0.563061238336124
ENSG00000249565	SERBP1P5	-0.4	3.31683312214813E-4
ENSG00000249574	AC226118.1	-0.6	0.26718468946674
ENSG00000249592	AC139887.2	-0.2	0.661428814348551
ENSG00000249604	AC096564.2	0.5	0.303508408916331
ENSG00000249614	LINC02503	0.3	0.266523062597149
ENSG00000249635	AC109361.1	-0.1	0.858504208368568
ENSG00000249661	TNRC18P1	-0.2	0.721276486462981
ENSG00000249669	CARMN	-0.2	0.413839833961771
ENSG00000249673	NOP14-AS1	0.1	0.888724384481155
ENSG00000249678	AC097716.1	0.1	0.846668591095122
ENSG00000249691	AC026117.1	-0.1	0.862872563973071
ENSG00000249695	AC026369.1	0.4	0.471150406667759
ENSG00000249700	SRD5A3-AS1	0.3	0.605027930447664
ENSG00000249709	ZNF564	0.7	0.140969149862951
ENSG00000249713	AC026725.1	0.5	0.375549934529916
ENSG00000249715	FER1L5	-0.3	0.553483765037568
ENSG00000249717	AC110760.2	0.4	0.449664029125541
ENSG00000249738	AC008691.1	-0.4	0.368811545645514
ENSG00000249751	ECSCR	1.1	3.89781812322485E-4
ENSG00000249767	ENPP7P10	0.6	0.210318830912342
ENSG00000249774	AC025458.1	-0.4	0.362942298010045
ENSG00000249779	AC106800.2	0.1	0.881064457844579
ENSG00000249806	AC139720.1	-0.7	0.136386210742885
ENSG00000249816	LINC00964	-0.2	0.750790846615861
